chrom	start	end	CTCF	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K9ac	H3K9me3	H4K20me1	group	probality
chr8	124994991	125294991	5.13211	5.75588	10.8291	1.86614	4.29763	2.89456	0.910619	3.30149	3.33702	3.27232	Hub	0.688412506307167
chr8	125139807	125439807	1.64809	7.47309	6.72724	2.55212	6.64145	4.39186	1.18938	4.10478	2.85535	3.82864	Hub	0.566217312675618
chr8	126052472	126352472	2.07223	5.20048	1.71562	7.48606	5.67821	6.75706	7.00387	5.26553	2.90628	4.68475	nonHub	0.405554305788309
chr8	125900296	126200296	2.68421	4.14216	4.52154	6.36239	4.34478	5.37133	6.79015	4.70554	4.30633	3.86593	nonHub	0.448205324034858
chr8	128610669	128910669	5.10788	11.6823	7.69212	3.93601	6.59056	8.26589	11.7858	10.0852	3.31752	5.46181	Hub	0.709745333731947
chr8	131456656	131756656	3.11441	5.12176	4.85928	4.81377	7.28272	4.94276	2.81897	4.70011	3.36466	6.88469	Hub	0.615400581113535
chr8	131515675	131815675	3.7385	4.43736	5.71403	2.6683	6.02161	4.71424	2.76903	4.30866	3.43563	3.74735	Hub	0.696255656844051
chr8	131263388	131563388	3.45978	15.5898	2.07232	9.59651	15.6192	12.0114	6.51255	10.0268	2.32871	16.0946	Hub	0.964286206266789
chr8	134504491	134804491	9.9855	13.358	6.17291	17.6149	11.1169	7.93889	9.00746	11.5287	3.66265	14.8679	Hub	0.940449145503438
chr8	134274756	134574756	10.8823	10.7705	7.15064	16.8765	13.2931	7.90119	5.5729	9.87729	3.95902	9.55072	Hub	0.956635802394729
chr8	134854488	135154488	2.70845	6.87834	6.03586	2.01734	6.0784	3.36545	0.837444	3.72964	3.40908	2.91212	Hub	0.506553975890077
chr8	135711043	136011043	8.30712	7.21872	4.04675	3.08053	6.94253	6.46314	5.00492	5.98183	3.01464	3.94796	Hub	0.732691270725546
chr8	141758868	142058868	1.76322	5.03794	1.12335	10.8658	8.47097	5.3998	1.16499	3.89546	2.02963	14.1833	Hub	0.566474248751155
chr8	141923783	142223783	6.31971	9.64658	3.50649	6.43163	12.377	8.4067	7.0422	8.04237	2.77354	15.624	Hub	0.953651158944048
chr8	142112855	142412855	11.6639	10.7567	5.69995	9.99122	11.2937	7.27796	5.33595	8.00568	2.7031	7.25831	Hub	0.954370446573447
chr8	142118004	142418004	11.4942	10.5569	5.79296	9.97769	10.8244	7.13407	5.32317	7.87112	2.72694	7.21431	Hub	0.9516841179074
chr9	133967090	134267090	8.12534	3.05469	10.8609	11.1722	4.12941	3.95252	4.71454	3.88867	3.29205	7.22773	Hub	0.653799085502701
chr9	133946878	134246878	8.09504	3.08239	11.6759	9.83525	4.28692	4.08255	4.72848	3.88731	3.54291	7.25607	Hub	0.844062725570911
chr9	117403551	117703551	2.62968	7.23621	2.57587	1.80089	5.55178	4.26029	0.990763	4.29507	2.8223	2.01649	Hub	0.55778062080469
chr9	100568263	100868263	15.0631	21.0177	6.53023	12.5982	15.0294	8.53288	5.01305	12.1009	4.34913	5.37232	Hub	0.940510753186492
chr9	125790115	126090115	6.13188	14.2662	17.0791	5.25544	9.66029	7.32104	5.04093	9.29555	5.32168	7.81836	Hub	0.845183826313711
chr9	125767040	126067040	5.5199	6.88927	18.3413	3.3121	5.77143	5.48443	4.70293	6.47114	5.66844	5.88465	Hub	0.889702577829142
chr9	3965259	4265259	3.25983	5.41768	1.72173	4.69361	8.08685	6.58163	1.47046	4.65389	2.92362	5.96295	Hub	0.530233441994885
chr9	35601128	35901128	17.8988	21.3537	6.43662	14.7071	11.2916	17.8844	23.6691	21.2633	2.36122	8.52756	Hub	0.877548540584101
chr9	71040530	71340530	3.55067	0.763855	5.90921	2.93888	2.16114	1.38111	0.621405	1.67997	2.99514	3.3618	nonHub	0.209832942532321
chr9	74243651	74543651	1.9147	6.59481	3.57318	1.6855	5.92947	4.14179	1.12201	3.87643	2.16075	2.62799	Hub	0.604608397399533
chr9	72083454	72383454	3.2053	12.6852	2.70558	6.35602	8.44204	8.72139	8.33379	9.18002	2.54002	5.70194	Hub	0.504418165497471
chr9	85884867	86184867	3.94452	3.75295	6.28916	1.78736	4.94051	4.24413	1.44956	3.16965	2.92795	2.63396	Hub	0.757859465326515
chr9	85797388	86097388	2.98111	3.11519	6.16251	1.84784	3.86744	3.51087	1.29392	2.71024	2.91495	2.54969	nonHub	0.438643628092732
chr9	93175273	93475273	3.7385	7.39219	4.65125	3.06859	5.92839	6.30848	6.87727	6.23736	3.46001	3.8182	Hub	0.821029419848316
chr9	101495091	101795091	2.5812	2.53282	3.90296	3.53891	2.26078	4.4611	8.45575	3.6943	2.06485	3.34614	nonHub	0.251592955742173
chr9	115234258	115534258	10.9126	12.2457	6.36687	4.55116	14.3324	8.64676	5.11526	9.81205	3.18477	4.36781	Hub	0.951066062494465
chr9	115072523	115372523	6.2167	7.81348	7.68723	5.58171	7.85917	7.57649	10.9321	9.15284	2.6007	4.23731	Hub	0.843110691805401
chr9	111974311	112274311	3.3083	5.00879	4.68613	6.57964	4.38817	4.49727	5.09087	4.84282	3.19669	4.31039	nonHub	0.36274352827417
chr9	114034590	114334590	2.70239	4.20557	1.98054	6.4937	4.80336	5.50598	8.66134	5.15272	2.68847	6.29928	nonHub	0.317339263794715
chr9	118237798	118537798	5.15029	2.91839	4.2817	3.16488	4.77604	3.56319	2.44032	3.63857	2.7562	4.43418	Hub	0.613774714037095
chr9	128776104	129076104	6.42877	11.0059	6.20412	7.2123	11.3355	7.43953	5.91902	7.67403	2.76541	5.31117	Hub	0.865627515498391
chr9	128856480	129156480	7.34977	10.2537	5.99792	7.15739	10.8978	7.33489	5.90392	7.41035	2.38018	5.31714	Hub	0.834218039286451
chr9	126698714	126998714	3.35678	5.91623	1.87714	8.4625	5.78964	5.61062	7.03523	5.99678	2.76758	6.03976	Hub	0.696356931529714
chr9	131821728	132121728	7.93145	8.53214	6.7199	10.3461	10.2169	7.07637	7.85177	8.16878	3.01464	9.36279	Hub	0.904223652648621
chr9	130819950	131119950	11.1367	18.4134	4.80605	9.51136	10.4842	10.0217	14.6129	15.8863	3.30506	5.36412	Hub	0.908226002454736
chr9	128974106	129274106	7.47701	8.54453	5.95571	8.13463	7.16915	7.95197	11.0819	8.80217	2.59149	6.24932	Hub	0.720920595582979
chr9	136205013	136505013	9.21599	11.4935	6.59203	6.36319	14.1835	5.84068	3.67732	8.58877	3.19669	11.5075	Hub	0.930184740788585
chr9	6418185	6718185	2.30854	5.22526	5.13339	5.40266	4.85425	5.04356	4.57168	5.01136	2.74265	5.30595	nonHub	0.389963236502153
chr9	16375413	16675413	2.09041	8.54818	2.14635	5.76316	9.13796	8.13047	1.99663	6.22241	2.21601	5.76458	nonHub	0.283862228498022
chr9	16145101	16445101	4.38078	9.66991	5.8058	3.62565	9.4594	6.05688	1.60984	5.87989	3.89346	3.62803	Hub	0.765093954231032
chr9	16090698	16390698	5.1927	9.97603	5.94225	2.75266	9.90619	5.7922	1.41703	5.96552	4.05926	3.15822	Hub	0.676103572663618
chr9	18976513	19276513	4.32018	7.00297	3.51934	6.37592	5.12105	6.95942	11.1923	8.22043	2.799	5.44019	Hub	0.66836026346868
chr9	21641660	21941660	3.93846	4.83022	2.01664	4.3164	5.28338	6.29925	4.06759	4.51118	2.8353	3.20072	nonHub	0.437179551809804
chr9	21371889	21671889	3.99905	5.23838	3.59031	2.89909	5.49017	8.01044	5.47649	4.97874	2.35309	3.25293	Hub	0.544659083188212
chr9	33921942	34221942	3.39313	7.90386	2.70558	10.5761	6.42984	6.35003	9.25486	7.39268	2.45766	8.62898	Hub	0.7724299847382
chr9	34730626	35030626	5.14423	2.09987	7.27729	2.57918	2.82919	2.41137	2.19524	2.45335	3.09754	3.40058	nonHub	0.185787376697265
chr9	35738701	36038701	13.1484	14.4527	6.24633	4.66575	10.1435	10.6303	11.6104	12.0506	2.961	4.87566	Hub	0.980944557173877
chr9	36161637	36461637	4.39289	5.90967	2.23079	9.85753	5.74946	6.34773	8.66017	6.82317	2.38452	8.69162	Hub	0.873275378762871
chr9	38148324	38448324	5.90769	1.69243	12.8775	2.13353	3.2626	3.16232	2.69701	3.48498	3.63177	3.56614	Hub	0.764237244382023
chr9	71648911	71948911	6.42877	3.36883	3.5224	2.00143	6.1609	4.38493	1.36825	3.27839	3.22378	2.93375	Hub	0.550803911737375
chr9	71754655	72054655	6.19853	2.88778	3.05495	2.45821	5.70982	3.96944	1.31715	3.05684	3.38037	3.1791	nonHub	0.452175718587804
chr9	80783618	81083618	2.84781	2.199	2.38253	1.57966	4.36513	3.16386	0.768916	2.18559	2.86619	1.94564	nonHub	0.480193690510265
chr9	88594511	88894511	3.76274	6.24495	6.05238	2.05156	4.86872	4.66192	4.73894	4.85506	3.35003	2.71823	Hub	0.59570593525131
chr9	88182604	88482604	3.50826	6.68592	4.76383	2.06111	6.07304	4.45572	1.3125	4.11429	3.31535	2.83531	Hub	0.759536735983582
chr9	90646830	90946830	3.54461	5.53503	4.82073	6.01463	6.29537	5.30208	3.31145	4.3739	3.7125	3.99046	Hub	0.744123314670155
chr9	90607637	90907637	3.67791	4.85427	5.43441	5.68039	6.48716	4.95353	3.23014	4.25837	3.42642	3.76749	Hub	0.727483052453085
chr9	92656241	92956241	8.04051	10.4141	5.17071	2.53779	9.53172	5.62601	1.78639	6.47114	4.33071	2.89721	Hub	0.508677693505663
chr9	92748917	93048917	4.8231	16.8012	3.0317	3.18716	13.1297	7.72961	2.3776	9.25614	4.55068	2.94195	Hub	0.87972472512546
chr9	94026873	94326873	3.44766	10.7297	1.71011	10.3207	6.8611	6.33157	6.15597	7.92548	2.05672	4.33723	Hub	0.595418011804213
chr9	94762583	95062583	6.85292	4.10426	7.61197	3.27152	5.18051	3.94405	3.84342	4.49351	3.46164	4.05162	Hub	0.62866726704051
chr9	96569081	96869081	3.50826	17.9725	2.91483	8.50786	15.0685	13.4633	7.1479	13.1924	2.58445	7.45742	Hub	0.93238612664818
chr9	96712337	97012337	7.84662	15.8019	2.16043	11.1547	13.7147	11.6467	6.82732	12.4788	2.08923	8.46268	Hub	0.979954854576356
chr9	96656995	96956995	6.74991	17.9695	2.24119	11.251	15.2174	12.907	7.12467	13.5838	2.2469	8.65284	Hub	0.95287779870814
chr9	96602363	96902363	3.45978	18.1787	2.74107	10.8857	15.9198	13.3033	7.09563	13.4506	2.52268	8.88701	Hub	0.966066806393012
chr9	97523631	97823631	2.38731	5.98766	5.23189	5.75918	5.38999	4.80427	4.6042	4.51526	3.03686	4.05012	Hub	0.619814201047831
chr9	99965038	100265038	7.73149	9.62399	4.46036	8.21739	10.1885	6.38004	5.95155	7.58568	2.83856	3.92931	Hub	0.943544624883123
chr9	100048050	100348050	6.54996	7.77047	4.25294	6.98391	9.91369	6.27617	4.78075	6.74026	3.24925	3.87338	Hub	0.659564822049012
chr9	101055288	101355288	3.71427	3.18516	6.89795	1.82874	5.68732	3.49009	1.16267	3.24033	2.93337	3.03815	Hub	0.661412540999346
chr9	106520197	106820197	4.25959	11.3018	2.09557	14.5082	9.24135	8.67292	9.84723	9.09439	1.90285	7.16807	Hub	0.594899703520908
chr9	109531978	109831978	1.8541	7.2763	5.09851	1.97755	5.6691	3.67476	0.897843	4.24342	2.92145	2.81667	nonHub	0.496774567947566
chr9	111534063	111834063	6.46513	9.31713	2.38069	4.82491	10.7778	8.19357	4.08269	6.77016	2.61045	7.03831	Hub	0.666444371448899
chr9	112567772	112867772	2.91446	13.866	1.53329	9.23442	10.4178	9.98093	6.37666	8.0981	3.85391	12.6739	Hub	0.749722937534763
chr9	112936581	113236581	1.42996	2.1611	2.34459	5.55386	2.93527	2.38059	0.945464	2.03744	3.02006	2.83531	nonHub	0.166154268415749
chr9	112696227	112996227	2.62968	10.476	1.92058	7.90066	8.91884	8.93529	6.26399	7.18336	3.42371	12.2973	Hub	0.540072020465964
chr9	113564605	113864605	1.93287	14.6408	2.57465	6.19925	11.215	8.98068	7.75652	9.83244	3.44051	7.46637	Hub	0.760326843776164
chr9	114702676	115002676	3.39919	1.56561	9.00209	5.25942	2.34864	2.9615	4.16515	2.51723	9.42374	2.95314	nonHub	0.189957287329326
chr9	114349611	114649611	5.39266	3.27189	2.95216	4.27024	5.47356	4.78426	4.82953	4.19992	2.5644	5.69896	nonHub	0.485699715645385
chr9	115602921	115902921	7.99204	3.95922	5.61491	8.45136	5.71946	4.05947	2.10697	3.69022	3.35111	7.18299	Hub	0.741426214506637
chr9	116545372	116845372	5.98646	5.66331	10.2815	4.44611	5.82125	3.39623	0.792146	3.3912	3.8019	3.69291	Hub	0.928810183771459
chr9	116442848	116742848	9.22205	5.22818	10.3922	2.5744	6.28466	3.88327	0.966371	3.63857	3.87829	3.77867	Hub	0.804580878755227
chr9	116801741	117101741	4.13235	10.7333	3.45265	9.51534	9.44654	6.86324	3.23014	7.26899	2.7627	4.30069	Hub	0.735499522409159
chr9	117758948	118058948	2.95687	9.68375	3.07758	10.3079	7.91274	7.10022	5.64491	7.60471	3.04553	5.61245	nonHub	0.30360859634736
chr9	117814777	118114777	2.96899	8.77121	3.15957	13.4155	7.47612	6.7509	5.57406	7.33559	2.63212	6.83174	nonHub	0.324665538328324
chr9	123248831	123548831	15.5357	7.25079	9.71244	5.01113	11.7229	7.80193	4.46482	7.82082	3.08671	8.15245	Hub	0.969589879226653
chr9	123825259	124125259	8.7252	4.24639	9.67083	6.60272	5.87321	5.82606	6.94812	5.78203	3.05149	6.23962	Hub	0.901932047337363
chr9	124440669	124740669	2.59938	6.24641	2.94848	6.36637	3.44903	5.49521	10.0772	6.49289	3.45189	3.91142	nonHub	0.237063278607745
chr9	124022802	124322802	6.43483	10.6546	6.1154	8.44181	8.43454	7.42491	6.22915	7.67403	3.54941	4.47445	Hub	0.691690428465443
chr9	125167647	125467647	4.78674	1.12392	4.02472	4.59413	2.73651	1.87431	0.780531	2.41394	2.16779	4.76902	nonHub	0.288430200984556
chr9	126296530	126596530	11.2276	6.32513	8.54014	3.76571	7.64434	7.86656	5.49391	6.24551	2.5839	4.65567	Hub	0.815823403726953
chr9	126567560	126867560	10.0703	9.49789	3.69188	10.7138	7.55273	8.04892	11.1365	9.78215	2.488	5.86451	Hub	0.719052516116597
chr9	126300001	126600001	11.2337	6.37104	8.26971	3.87394	7.77827	7.90734	5.49159	6.29445	2.56711	4.68251	Hub	0.7333675159805
chr9	127534247	127834247	1.82381	2.06853	3.58236	3.29539	3.93923	5.16512	4.60536	3.18868	2.20301	4.93532	nonHub	0.128392700124886
chr9	129212394	129512394	9.21599	25.1059	2.25893	20.6827	15.2839	12.5139	15.8708	17.448	2.76866	11.4874	Hub	0.941573507281523
chr9	130262837	130562837	6.92563	8.00152	1.69848	18.9384	5.56678	8.33899	13.0809	9.52934	2.26748	7.38135	nonHub	0.297137924931195
chr9	130223098	130523098	7.20435	8.51902	1.99278	18.2118	5.80464	8.65984	14.2482	10.0431	2.31029	7.356	nonHub	0.223385028439622
chr9	131253194	131553194	16.4082	32.6963	3.74144	8.99648	20.4317	15.0976	12.5721	24.1611	3.88154	6.5491	Hub	0.984952012564688
chr9	131141640	131441640	10.4702	26.7502	5.25637	5.51009	17.0844	12.4223	9.78451	21.1124	4.53009	4.77498	Hub	0.995167692585179
chr9	131683228	131983228	5.80468	9.16553	3.33211	11.4786	9.47172	7.86733	8.39187	8.57654	2.68143	8.67447	Hub	0.731302737793161
chr9	131204616	131504616	13.415	30.036	4.3282	7.37862	19.23	14.6152	12.9856	23.4829	4.1985	6.1464	Hub	0.98270407785888
chr9	131642702	131942702	5.40478	8.62179	2.87017	13.3001	8.75866	7.00404	6.98064	7.88199	2.53297	8.43359	Hub	0.821952798391355
chr9	132311201	132611201	8.85244	5.34771	10.328	8.95191	5.74035	6.78706	8.961	7.04065	3.56946	7.32915	Hub	0.656697540325614
chr9	133312450	133612450	7.93145	8.94104	4.03145	16.804	10.3428	7.85579	6.22102	7.61695	2.94692	11.028	Hub	0.900813058375624
chr9	133411326	133711326	10.3672	7.67208	8.86136	7.83143	10.0364	6.73321	2.80271	6.05251	3.49577	10.0347	Hub	0.888151655828787
chr9	133635455	133935455	2.51455	2.65163	6.47455	5.30239	5.93911	3.21464	0.824668	3.00111	3.09267	8.1778	Hub	0.77269534830041
chr9	133729207	134029207	2.048	3.15746	7.07722	5.30717	6.31626	4.74117	3.64248	3.82342	3.01464	8.3277	Hub	0.572805118536607
chr9	134554038	134854038	8.10716	3.01169	10.9722	5.74883	3.21224	3.81094	5.3406	4.46497	3.40258	4.54604	Hub	0.611168171315767
chr9	134497835	134797835	6.29547	3.23909	9.23459	7.83302	3.12492	4.06024	6.69375	4.8102	2.9583	5.3328	Hub	0.581454055915082
chr9	135380691	135680691	9.48865	3.26752	10.1126	6.03452	5.24855	2.55756	1.13944	3.91993	3.2292	4.61092	Hub	0.804255958801813
chr9	135491805	135791805	8.96151	5.2085	4.42426	8.40759	8.13078	3.16848	1.2823	4.99777	2.45278	7.26502	Hub	0.872513060300273
chr9	136654581	136954581	9.97944	14.6925	3.99413	26.2676	13.7806	6.37773	5.42422	9.20857	3.44647	18.821	Hub	0.93886138920572
chr9	137565918	137865918	6.44089	0.697528	6.477	3.07018	1.54558	0.827897	0.457633	1.50735	4.09664	3.28126	nonHub	0.157810783011976
chrX	24074408	24374408	4.12629	3.02335	7.29626	4.29969	3.37832	3.45547	3.35442	3.33819	2.63646	6.87872	nonHub	0.264786688904737
chrX	53233196	53533196	10.6823	4.9585	11.4005	9.75885	4.64371	5.98841	7.99463	6.11911	3.12842	6.97716	Hub	0.543965514976463
chrX	53309057	53609057	9.72496	3.82219	12.5386	7.64999	4.17013	4.74194	5.22561	4.54924	3.59059	5.82424	nonHub	0.425378482216122
chrX	9678212	9978212	4.37472	7.45633	3.59459	4.03628	6.6677	4.67116	2.97345	4.84282	6.22542	4.22015	Hub	0.512058627342526
chrX	17369688	17669688	3.4719	3.01752	6.4874	2.20674	4.25745	3.57781	2.31952	2.76869	2.46579	3.76301	nonHub	0.420301454864973
chrX	40377824	40677824	2.44184	4.35864	7.47553	4.15406	3.55029	4.06639	4.57749	3.72556	3.51094	4.14707	nonHub	0.212134553411422
chrX	70529298	70829298	1.79957	2.34113	7.00808	7.61736	2.18953	2.69836	4.52174	3.30965	4.13457	5.29924	nonHub	0.0424451927744695
chrX	133362336	133662336	2.50244	9.32078	4.948	3.21343	5.9584	4.79888	4.18606	5.4164	2.56873	3.51617	Hub	0.801175043290181
chr1	92052965	92352965	3.32042	4.44319	3.61295	3.30733	5.0123	5.54676	6.2547	4.93117	2.68901	3.98301	Hub	0.685963790356286
chr1	167526967	167826967	2.79328	1.91401	2.76554	2.31099	2.03149	3.75555	5.79474	3.14518	1.81561	2.54596	nonHub	0.268942126445263
chr1	150796528	151096528	1.38149	0.289361	2.47186	0.646187	0.819132	0.73172	0.291538	0.748918	2.90411	1.76592	nonHub	0.0291194037022938
chr1	4964115	5264115	0.751336	0.280615	0.818038	0.936652	0.356261	0.437031	0.268307	0.607561	9.09378	1.3744	nonHub	0.00368601443690209
chr1	15506693	15806693	6.93168	5.2187	5.43564	6.54304	6.93182	5.82067	7.6125	6.17755	2.98755	4.88237	Hub	0.777562474418818
chr1	14655042	14955042	3.07806	4.38779	5.04467	2.01973	3.7394	2.46061	0.939657	2.94266	4.88769	2.24468	nonHub	0.185709366726605
chr1	30191333	30491333	3.82333	1.40016	4.97675	1.01862	1.59916	1.08104	0.408849	1.70715	2.97509	2.54223	nonHub	0.383384399511912
chr1	48078560	48378560	3.75668	0.423473	4.2713	0.831607	0.87967	0.853288	0.459956	1.1825	2.37747	2.45722	nonHub	0.190875287000331
chr1	42758661	43058661	4.19294	4.84989	3.99229	7.1359	3.16188	6.43082	11.9194	7.19559	2.36447	5.76309	nonHub	0.182112517559371
chr1	53443875	53743875	8.95545	4.27117	9.49095	5.40425	5.38999	5.28054	6.36156	6.04707	2.94692	4.54231	Hub	0.933569698565929
chr1	64733644	65033644	2.96899	1.6487	3.34251	2.52745	3.36546	3.16078	2.09535	2.18423	1.86329	3.00385	nonHub	0.160520095778791
chr1	61713655	62013655	2.45396	2.14943	3.23728	2.80836	2.08935	2.5614	3.93053	3.00519	2.16075	2.81368	nonHub	0.224205605526296
chr1	82591284	82891284	0.666508	0.250002	0.77888	0.492598	0.364297	0.427029	0.196294	0.531446	3.90701	1.18498	nonHub	0.00759042884915018
chr1	88888067	89188067	2.80539	3.26752	1.59202	6.5303	3.50046	4.19796	5.95852	4.01779	2.07568	4.85478	nonHub	0.28003738983152
chr1	96444231	96744231	1.47238	1.91911	3.42144	1.31466	2.62829	2.14745	0.622566	1.66638	2.39915	2.08211	nonHub	0.0639467249302736
chr1	101648934	101948934	2.39337	0.267495	1.74009	0.618334	0.423227	0.543211	0.223009	0.664648	1.8465	1.56233	nonHub	0.174371788462098
chr1	115164504	115464504	4.26565	1.13995	4.07367	1.25099	1.69934	1.76659	0.98844	1.83492	1.86058	2.16191	nonHub	0.270164575809774
chr1	155093426	155393426	13.6998	5.43007	8.13938	8.62325	6.80431	6.79938	6.84939	7.64549	2.27074	6.6028	Hub	0.723316564662453
chr1	162413206	162713206	0.878579	0.268224	1.56388	0.63982	0.478943	0.577066	0.271792	0.62659	2.39319	1.48403	nonHub	0.0238878046423797
chr1	162236728	162536728	0.896756	0.16108	0.980789	0.507718	0.285009	0.390097	0.212555	0.47436	2.98322	1.28491	nonHub	0.0134823115809131
chr1	163353915	163653915	6.43483	0.284259	4.35022	0.755211	0.678235	0.830206	0.391427	1.06969	1.56042	2.45274	nonHub	0.120469799265897
chr1	170840218	171140218	2.60544	3.48983	3.23422	1.78418	4.88372	3.62782	1.00819	3.21043	3.2097	2.3297	nonHub	0.483117509432675
chr1	172805036	173105036	1.59962	0.925664	2.1176	1.53111	1.75505	1.94048	1.21726	1.63376	2.67655	2.70704	nonHub	0.249955404053187
chr1	179102013	179402013	6.58631	11.9024	2.58505	7.82109	10.8743	10.3149	11.5628	10.9891	2.52105	5.81082	Hub	0.79275654050797
chr1	185312057	185612057	0.866461	0.489071	1.43355	0.722583	1.14003	1.09719	0.357743	0.767947	2.41865	1.39901	nonHub	0.0272714569856876
chr1	198933066	199233066	5.06546	3.08603	7.47492	5.36924	3.85833	4.25875	4.84579	4.08167	2.77083	6.33881	nonHub	0.368886271454624
chr1	198114632	198414632	1.81775	1.60205	8.56278	2.34362	3.12438	3.46547	2.23938	2.36093	3.00868	3.15225	nonHub	0.33497853512148
chr1	207499996	207799996	5.0594	1.30905	4.68184	1.10616	3.08688	2.06743	0.583075	1.91511	2.13799	2.17235	Hub	0.51491031278908
chr1	216889781	217189781	1.41179	3.56854	2.76983	1.66321	4.71336	3.33467	0.686449	2.67626	2.6538	2.0411	nonHub	0.129944609553966
chr1	212711171	213011171	4.41107	6.45705	1.93833	4.41587	7.37433	7.5688	7.01432	5.97639	2.65055	7.85937	Hub	0.687397417307868
chr1	213645166	213945166	2.14494	4.55908	2.75392	3.42033	4.22156	4.28337	3.58905	3.37625	2.79033	2.6966	nonHub	0.402723057586665
chr1	211737770	212037770	0.763455	0.196795	1.01138	0.776697	0.329474	0.471655	0.268307	0.550475	6.78783	1.42959	nonHub	0.00313323051074166
chr1	211524033	211824033	2.11465	0.787907	2.30238	1.04011	1.09557	1.12797	0.400719	1.08464	4.69264	1.80544	nonHub	0.0771843809068068
chr1	218859629	219159629	10.7974	3.89143	6.09031	2.75425	4.04852	5.11203	5.85514	4.46361	2.76053	2.85694	nonHub	0.356384289295867
chr1	220031910	220331910	1.6178	5.43007	2.76799	2.17491	8.09596	4.74425	0.915265	4.1374	3.21999	2.42142	nonHub	0.313804420445611
chr1	231710252	232010252	1.39361	0.52187	1.32954	1.08467	0.912885	1.13567	1.16499	0.943283	6.13873	1.49894	nonHub	0.00228650001660458
chr1	230492484	230792484	1.95105	2.22159	3.73593	5.89287	5.33052	3.29466	0.797953	2.65315	2.49505	4.25073	Hub	0.538771362802443
chr1	231563434	231863434	1.76322	0.508751	1.62751	1.05363	0.961636	1.23646	1.15918	1.00445	5.42246	1.58918	nonHub	0.0359671437439018
chr1	239048532	239348532	1.59962	0.514582	2.23263	1.06875	1.08378	1.07873	0.418141	0.996292	4.35509	1.60409	nonHub	0.0696111563345527
chr1	237965225	238265225	6.29547	0.938055	3.936	1.01305	1.35808	1.3865	0.534292	1.22736	3.73146	1.87554	nonHub	0.160172689389746
chr1	245231772	245531772	1.23001	2.21285	2.03622	4.87186	2.26132	4.18565	7.69613	3.50673	7.35131	3.0829	nonHub	0.0559837663073947
chr1	3583003	3883003	5.50172	3.21285	4.64513	7.96274	3.20474	4.26952	8.49292	4.68108	2.17267	3.76674	Hub	0.598274905104603
chr1	4631390	4931390	1.06641	0.23178	0.844347	1.06159	0.360011	0.460114	0.257854	0.565426	11.403	1.50118	nonHub	0.00273467170046504
chr1	11115423	11415423	3.41737	3.2646	5.2839	8.91292	3.81012	3.23465	3.44154	3.99604	2.56223	4.70414	Hub	0.532702854199703
chr1	13953236	14253236	5.4896	1.7573	1.33688	3.3877	2.72473	2.1036	0.681803	1.62424	5.58554	4.21344	nonHub	0.249322110587072
chr1	15085582	15385582	13.3483	13.7589	4.96574	7.84337	11.4845	8.38746	6.25121	9.09439	3.01464	6.8914	Hub	0.906812438837293
chr1	17463268	17763268	11.2216	4.30033	9.24438	5.75361	5.53249	4.37339	5.13849	5.71679	3.31752	5.71089	Hub	0.770086220310697
chr1	20031405	20331405	6.06522	1.61372	7.81939	3.13703	2.57954	2.07667	2.18944	2.71432	3.47681	3.83833	nonHub	0.177492181897287
chr1	25434070	25734070	4.75644	8.57733	5.39954	7.82109	7.94435	10.1764	16.4945	10.0934	3.30885	7.4604	Hub	0.659500915455529
chr1	30723258	31023258	5.13211	1.39214	7.38681	1.58682	2.75151	1.64118	1.16615	2.4085	3.54508	3.10974	nonHub	0.174676300201858
chr1	32945008	33245008	11.264	7.01755	5.40382	9.81774	9.11653	8.62906	10.5465	8.19053	2.5541	7.30454	Hub	0.8495433397471
chr1	34777425	35077425	5.52596	0.539363	3.55911	1.47063	1.39558	1.0141	0.462279	1.22328	5.03723	2.51315	nonHub	0.0646564072363746
chr1	34664758	34964758	1.80563	0.266766	1.31424	0.912778	0.398048	0.494738	0.277599	0.680958	7.0804	1.71744	nonHub	0.0147235004579667
chr1	37358407	37658407	1.67233	0.333093	3.55238	0.974055	0.607518	0.595532	0.281084	1.02484	3.01681	2.55267	nonHub	0.0421233436018027
chr1	37981148	38281148	9.08875	12.6379	3.61968	14.1437	6.69288	8.79064	13.3794	11.261	2.51076	6.41935	Hub	0.523364028282467
chr1	39148844	39448844	6.64084	15.5803	3.30336	7.43751	11.1512	13.5641	13.2214	13.4778	2.71827	10.0511	Hub	0.936911357029828
chr1	47618371	47918371	9.22811	1.13048	8.98985	1.72608	2.61329	2.53832	2.58783	2.53898	2.6901	3.35882	nonHub	0.179438968958577
chr1	47857558	48157558	5.35024	0.368808	6.33689	0.900841	0.960565	0.910995	0.46344	1.43667	1.87684	2.81741	nonHub	0.147559756682895
chr1	50495395	50795395	5.40478	0.637032	5.6767	2.39296	1.8472	1.74736	0.806084	1.31978	3.35165	2.83456	nonHub	0.246836871619793
chr1	51901989	52201989	2.82963	7.67353	1.41887	9.43337	8.10668	6.68165	5.66001	6.6356	2.16183	6.29108	Hub	0.529325061869456
chr1	52460735	52760735	2.36913	3.26315	1.39501	9.56627	3.5985	4.1141	6.47306	4.47584	1.84758	4.73919	nonHub	0.438984830238332
chr1	56282071	56582071	1.4845	3.8149	3.98617	2.19958	4.55371	2.84301	0.758462	2.65995	3.13547	2.88155	nonHub	0.22366197740578
