chrom	start	end	group	CTCF	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K9ac	H3K9me3	H4K20me1
chr1	4102360	4402360	nonHub	0.79981	0.279157	0.900637	1.15311	0.405012	0.513973	0.284568	0.638823	11.1538	1.57501
chr1	14670087	14970087	nonHub	3.10229	4.44756	5.2527	2.08578	3.86208	2.58372	0.966371	3.01198	4.88877	2.3118
chr1	11280087	11580087	nonHub	2.98111	0.776974	8.36271	1.69107	1.29486	1.04564	0.699225	1.6623	2.85698	3.65339
chr1	14650087	14950087	nonHub	3.06594	4.37759	5.00062	1.99745	3.71154	2.45138	0.945464	2.92771	4.86168	2.24543
chr1	14560087	14860087	nonHub	2.26007	3.74639	4.31657	1.78497	3.38635	2.25133	0.909458	2.69665	5.07353	2.06048
chr1	12335087	12635087	nonHub	5.03517	13.4782	5.18356	9.60924	13.1645	8.706	4.6948	9.67341	3.78456	5.12399
chr1	11335087	11635087	nonHub	5.97434	0.724496	8.06474	1.65605	1.35165	1.07103	0.766593	1.67861	2.73182	3.67352
chr1	11250087	11550087	nonHub	3.33254	1.71576	7.82061	2.38341	2.05238	2.11206	2.08142	2.48325	2.89219	3.98375
chr1	15540087	15840087	nonHub	5.223	6.01827	4.88253	7.31973	6.84664	6.92171	9.75199	7.07734	2.71015	5.40514
chr1	15545087	15845087	nonHub	5.19876	5.96069	4.81339	7.50834	6.69074	6.74782	9.71714	6.99851	2.70635	5.41856
chr1	9370087	9670087	nonHub	11.5427	5.91259	7.22406	5.35491	7.92238	5.95994	5.43584	6.23056	3.12409	5.69225
chr1	14410087	14710087	nonHub	1.46026	1.48689	3.14122	1.38469	2.12149	1.39804	0.40188	1.72074	5.28213	1.75398
chr1	12550087	12850087	nonHub	4.58073	4.80835	4.60903	3.9384	4.27084	4.15564	3.93866	4.94612	7.05873	3.29991
chr1	12560087	12860087	nonHub	4.51408	4.71214	4.50196	3.2174	4.05923	4.09794	3.93169	4.83195	7.24403	3.20371
chr1	15435087	15735087	nonHub	9.49471	5.09552	6.72235	4.47397	7.14665	5.43519	6.57063	5.9261	3.20915	4.67207
chr1	15590087	15890087	nonHub	5.04728	6.72236	3.91275	8.40759	6.47913	7.3549	11.3955	7.56937	2.67005	5.89807
chr1	12430087	12730087	nonHub	5.84709	11.9797	6.04198	6.39581	11.2225	7.62266	4.57168	8.67984	4.40439	4.59302
chr1	15695087	15995087	nonHub	6.88927	8.69905	2.54344	13.0232	6.98753	7.98044	11.3944	8.66489	2.32275	7.40447
chr1	13545087	13845087	nonHub	0.890697	1.65745	1.63118	2.08897	1.24022	0.946388	0.635343	1.44891	8.85376	1.88822
chr1	21855087	22155087	nonHub	5.28359	11.0285	3.82771	16.3735	9.89387	6.67011	6.97832	8.99653	2.6202	9.39784
chr1	18795087	19095087	nonHub	7.91327	0.629743	9.30984	2.03087	1.45772	0.864829	0.448341	1.68133	2.62129	3.44085
chr1	18845087	19145087	nonHub	10.852	4.33021	7.19531	3.43943	5.27909	2.95919	2.01172	4.40652	2.36501	4.34693
chr1	19890087	20190087	nonHub	10.6399	3.09113	5.86821	7.17331	4.18566	3.12385	3.22898	4.10614	3.1566	4.67804
chr1	18815087	19115087	nonHub	10.2097	1.32654	8.98251	2.83701	1.90238	1.57039	1.72367	2.50092	2.53893	3.67352
chr1	17805087	18105087	nonHub	9.90068	6.49131	6.25612	5.35412	5.61017	2.57756	0.765431	4.49215	3.01194	3.95914
chr1	17810087	18110087	nonHub	8.81609	6.4432	6.44396	5.18859	5.53517	2.59372	0.761947	4.42963	3.04119	3.90843
chr1	18840087	19140087	nonHub	10.646	3.4993	7.62727	3.34553	4.48674	2.61526	1.95713	3.91449	2.40673	4.21866
chr1	21745087	22045087	nonHub	7.01651	5.42424	8.75674	10.0135	6.60234	4.98585	5.47068	5.58494	3.14576	8.05177
chr1	18600087	18900087	nonHub	4.50802	0.449712	5.80642	1.31386	0.800917	0.74403	0.405365	1.08736	5.26533	2.56684
chr1	18755087	19055087	nonHub	6.24094	0.511666	9.22113	1.44198	1.03825	0.807123	0.420464	1.43803	2.65271	3.20594
chr1	19880087	20180087	nonHub	10.6702	3.113	5.65101	7.47332	4.25477	3.13847	3.24176	4.14555	3.18586	4.79437
chr1	31395087	31695087	nonHub	10.4399	5.71944	6.43172	7.72639	6.09233	6.24693	7.74723	6.65327	2.74753	5.85631
chr1	40760087	41060087	nonHub	5.80468	3.29157	7.91484	5.29602	3.90387	5.51521	7.01432	4.89855	3.58517	4.62062
chr1	38650087	38950087	nonHub	2.24795	0.462103	4.25661	1.02499	0.785917	0.790965	0.399557	1.24231	2.339	2.58772
chr1	40680087	40980087	nonHub	4.68373	4.20922	5.3047	5.14084	3.17742	6.81707	11.471	6.09193	6.7499	4.11351
chr1	38745087	39045087	nonHub	1.95711	0.502191	5.19763	1.11969	0.942886	0.97024	0.516869	1.2858	2.47554	2.69586
chr1	35465087	35765087	nonHub	3.02958	3.79887	1.66667	9.42302	4.33352	3.18925	2.65752	3.73779	2.28482	6.49765
chr1	34465087	34765087	nonHub	0.751336	0.19971	0.963657	0.75919	0.291437	0.429337	0.269469	0.565426	7.92401	1.49223
chr1	34565087	34865087	nonHub	1.38149	0.227407	0.964269	0.853889	0.339117	0.45242	0.269469	0.588533	8.073	1.60857
chr1	34525087	34825087	nonHub	0.793751	0.205541	0.899413	0.791817	0.303224	0.43857	0.267146	0.573582	7.82269	1.5228
chr1	35565087	35865087	nonHub	6.64084	4.84261	1.97504	11.1706	5.13391	4.37493	4.51128	4.74088	2.04588	6.69452
chr1	40885087	41185087	nonHub	7.77997	5.02045	8.06474	5.27533	6.44966	6.15768	6.10835	5.62572	3.4145	4.87491
chr1	34540087	34840087	nonHub	1.23607	0.21939	0.923275	0.81967	0.32251	0.442417	0.261338	0.584455	7.92672	1.55711
chr1	38540087	38840087	nonHub	1.83593	0.39942	3.93967	0.862643	0.721629	0.752494	0.303153	1.16891	2.07135	2.35953
chr1	34455087	34755087	nonHub	0.751336	0.207728	0.989966	0.776697	0.310188	0.423182	0.27063	0.568145	7.86116	1.47731
chr1	38705087	39005087	nonHub	2.29642	0.488342	4.67878	1.04568	0.870562	0.871754	0.427433	1.27765	2.3027	2.63471
chr1	38675087	38975087	nonHub	2.30248	0.487613	4.47382	1.0409	0.903778	0.90407	0.423949	1.25454	2.33467	2.60786
chr1	39645087	39945087	nonHub	10.2582	5.99203	10.9013	13.3702	7.03146	7.68575	6.93069	7.00123	3.246	8.14947
chr1	38750087	39050087	nonHub	1.95105	0.50292	5.33285	1.13481	0.946636	0.972548	0.520354	1.28852	2.50642	2.70853
chr1	34490087	34790087	nonHub	0.787691	0.196795	0.912262	0.74964	0.283937	0.428568	0.267146	0.551834	7.9771	1.49596
chr1	38555087	38855087	nonHub	2.27219	0.414727	4.09875	0.888904	0.735022	0.770191	0.320575	1.19881	2.11957	2.42292
chr1	40615087	40915087	nonHub	5.19876	3.94464	5.13461	5.37003	3.46028	5.3644	7.86338	4.92709	6.61715	4.14782
chr1	45880087	46180087	nonHub	1.97529	6.84918	2.17817	6.26451	5.6391	7.68575	9.55802	7.57889	2.44303	6.47378
chr1	49020087	49320087	nonHub	1.57538	0.191693	0.8884	0.64937	0.328403	0.402407	0.282245	0.521932	5.26154	1.40349
chr1	42800087	43100087	nonHub	4.73827	5.33678	3.73777	8.17362	3.56957	7.48878	13.8428	8.18509	2.51401	6.00397
chr1	49170087	49470087	nonHub	0.515029	0.163996	0.685879	0.676427	0.297866	0.383172	0.236947	0.399604	6.16474	1.28939
chr1	44975087	45275087	nonHub	9.74314	12.1954	2.69396	9.75567	8.00328	11.2451	14.5083	12.3755	2.50751	5.64676
chr1	46065087	46365087	nonHub	3.37495	3.43808	1.48923	5.40505	5.03908	4.30722	1.4635	3.42246	2.19705	4.57811
chr1	45040087	45340087	nonHub	6.07128	9.546	3.42756	7.33804	6.76681	8.2028	7.69496	8.37538	2.61316	4.58408
chr1	42805087	43105087	nonHub	4.73827	5.33605	3.81363	8.1784	3.57225	7.47877	13.8567	8.18645	2.52647	6.0062
chr1	48010087	48310087	nonHub	3.35072	0.424931	5.07771	0.862643	0.933243	0.844055	0.462279	1.35648	2.09681	2.68318
chr1	49115087	49415087	nonHub	0.58168	0.174929	0.724425	0.684385	0.308045	0.390866	0.265984	0.437662	6.01033	1.35576
chr1	51345088	51645088	nonHub	4.22324	2.94317	4.89905	4.75409	4.31424	3.79017	4.18141	3.86284	2.66409	5.6572
chr1	51305088	51605088	nonHub	4.32018	2.85134	5.6559	3.58904	4.25531	3.82787	4.17445	3.79488	2.54814	5.51178
chr1	51245088	51545088	nonHub	4.14447	2.35206	5.14318	2.97071	3.35635	3.5101	3.95724	3.38033	2.70581	5.24704
chr1	57425088	57725088	nonHub	3.4719	2.285	3.2024	1.5518	3.08581	2.79608	2.04773	2.40442	1.92723	2.55715
chr1	51175088	51475088	nonHub	3.12653	4.54231	4.8709	2.12716	2.56561	5.81221	10.1968	5.37563	2.63863	3.27977
chr1	51250088	51550088	nonHub	4.18082	2.36081	5.18968	2.98105	3.40671	3.52395	3.96305	3.42382	2.68143	5.26792
chr1	51130088	51430088	nonHub	2.68421	3.98327	4.28414	2.16536	2.28061	5.269	8.63694	4.65118	2.74157	3.60492
chr1	51170088	51470088	nonHub	3.07806	4.05397	4.84827	2.14945	2.459	5.38595	8.69386	4.75991	2.65217	3.33869
chr1	57535088	57835088	nonHub	3.14471	2.48034	3.53524	1.42448	2.89241	2.77222	2.07212	2.28753	2.06864	2.41695
chr1	52140088	52440088	nonHub	5.22906	8.175	2.55813	8.56834	8.14632	8.44978	11.4408	8.24354	2.76866	6.22471
chr1	57560088	57860088	nonHub	3.14471	2.406	3.67964	1.35604	2.80723	2.76453	2.0698	2.25219	2.06701	2.41397
chr1	52265088	52565088	nonHub	3.4719	5.05616	2.4223	6.22392	4.53817	6.36388	9.84375	6.04299	2.81851	5.92492
chr1	57530088	57830088	nonHub	3.15683	2.47888	3.52362	1.4205	2.88973	2.77761	2.06167	2.28889	2.03992	2.42217
chr1	61855088	62155088	nonHub	1.92681	2.40527	2.5257	3.32961	2.58008	2.77992	4.00487	3.24848	1.87196	3.02473
chr1	59560088	59860088	nonHub	1.50267	4.70266	2.66459	2.61897	5.66642	3.714	0.982632	3.28654	2.93337	2.85023
chr1	62640088	62940088	nonHub	2.37519	4.7996	1.63485	7.22901	3.74583	4.97431	7.37671	4.83467	2.08435	4.34022
chr1	65840088	66140088	nonHub	2.49032	1.29884	3.64782	1.06478	2.13757	2.4406	1.19403	1.45026	2.25394	2.01723
chr1	66010088	66310088	nonHub	1.73898	1.32363	2.70008	1.02499	2.23775	2.39521	1.13944	1.37551	1.88876	2.01649
chr1	62775088	63075088	nonHub	1.55115	4.00076	1.57795	4.66098	4.03298	4.98277	5.68208	4.0273	2.24094	4.05012
chr1	59545088	59845088	nonHub	1.52085	4.95923	2.80592	2.64125	5.96643	4.13487	1.16731	3.51489	2.83639	2.90094
chr1	59555088	59855088	nonHub	1.50873	4.86885	2.75086	2.65239	5.83518	4.00638	1.11272	3.4279	2.93771	2.88751
chr1	63930088	64230088	nonHub	4.39895	4.01242	6.69114	2.94524	5.96857	4.75656	2.89214	4.13196	2.72152	5.79143
chr1	62695088	62995088	nonHub	2.26613	3.57	1.25061	6.72289	4.09887	4.34261	3.7052	3.21314	2.23498	4.23432
chr1	62880088	63180088	nonHub	2.26613	3.24638	3.01089	2.7256	3.24546	4.56882	5.6542	3.86692	2.17375	3.70186
chr1	59510088	59810088	nonHub	1.69657	4.76097	2.68111	2.60146	5.74089	4.68808	2.72721	4.14012	2.60395	2.78684
chr1	61720088	62020088	nonHub	2.44184	2.15818	3.17731	2.84975	2.10006	2.56448	3.9375	3.02422	2.15425	2.83158
chr1	63960088	64260088	nonHub	3.99299	3.97452	5.69017	3.03596	5.7591	4.78426	2.92467	4.01779	2.55031	5.67435
chr1	64970088	65270088	nonHub	3.34466	4.17715	2.3036	6.41173	4.98122	5.16897	5.67743	4.40516	1.82862	7.76616
chr1	64780088	65080088	nonHub	3.40525	1.61736	2.86956	3.41237	2.90473	2.53217	1.8073	2.13258	1.81507	2.83829
chr1	65905088	66205088	nonHub	3.13259	1.39578	3.73777	1.12844	2.42365	2.61142	1.237	1.58754	2.23335	2.07987
chr1	61860088	62160088	nonHub	1.94499	2.40673	2.47308	3.33359	2.56776	2.77684	4.01532	3.25392	1.88334	3.02995
chr1	62660088	62960088	nonHub	1.96923	4.79231	1.32526	7.31416	3.83155	4.99739	7.37207	4.78166	2.15912	4.39093
chr1	59540088	59840088	nonHub	1.46026	4.57876	2.77288	2.65239	5.72589	4.01869	1.15337	3.39256	2.86998	2.86514
chr1	61600088	61900088	nonHub	3.52643	0.608606	3.77448	1.14595	1.08807	0.95716	0.37865	1.19473	1.93264	2.21933
chr1	60650088	60950088	nonHub	0.569562	0.188777	0.816814	0.651757	0.293045	0.444725	0.231139	0.42407	5.51728	1.26851
chr1	61585088	61885088	nonHub	3.54461	0.593299	3.75979	1.16505	1.04735	0.947927	0.37052	1.1893	1.8763	2.22306
chr1	61765088	62065088	nonHub	2.42973	2.24492	2.8665	3.10918	2.23668	2.61757	3.98047	3.10713	2.14558	2.94419
chr1	64850088	65150088	nonHub	3.98087	1.91765	2.60769	6.5311	3.52886	2.75914	1.90719	2.48461	1.67853	4.88312
chr1	68915088	69215088	nonHub	0.733159	0.236882	1.27325	0.635045	0.386797	0.502432	0.257854	0.554553	3.48981	1.42884
chr1	71155088	71455088	nonHub	2.33278	1.53281	2.62359	1.99347	1.48397	2.24979	2.78993	2.09724	2.71881	2.16862
chr1	73295088	73595088	nonHub	0.490792	0.180031	0.551885	0.557853	0.257686	0.370861	0.180033	0.39009	4.90774	0.942618
chr1	69060088	69360088	nonHub	0.557443	0.252189	1.12518	0.674039	0.405012	0.481658	0.263661	0.611639	4.20555	1.34756
chr1	72295088	72595088	nonHub	1.64203	2.93734	1.0022	1.29396	2.31382	4.11025	5.29878	3.59236	1.35995	2.04035
chr1	67900088	68200088	nonHub	6.04099	11.9199	1.99278	5.15198	11.1861	10.3995	8.59165	9.62448	1.95811	7.54169
chr1	72320088	72620088	nonHub	1.65415	2.92932	1.05972	1.28123	2.25918	4.05562	5.3011	3.5978	1.3762	2.02171
chr1	72265088	72565088	nonHub	1.79351	2.92204	0.95142	1.29158	2.22435	4.00253	5.28717	3.54887	1.27543	2.11716
chr1	70155088	70455088	nonHub	2.22977	1.81634	2.21549	1.8741	2.07703	2.46984	3.43921	2.58519	1.52087	2.52135
chr1	71115088	71415088	nonHub	2.08435	1.52917	2.44126	1.96243	1.43469	2.18977	2.78761	2.06054	2.8884	2.16787
chr1	68945088	69245088	nonHub	0.721041	0.239069	1.17964	0.644595	0.386262	0.473963	0.257854	0.54232	3.71575	1.39454
chr1	68925088	69225088	nonHub	0.775573	0.23834	1.25306	0.631862	0.394833	0.497816	0.257854	0.564067	3.51907	1.42959
chr1	71010088	71310088	nonHub	1.09671	0.390674	2.1127	1.55339	0.815382	1.00486	0.522677	0.803286	3.52828	1.76666
chr1	71160088	71460088	nonHub	2.32672	1.53354	2.64929	2.00222	1.48505	2.24517	2.79458	2.09588	2.74157	2.18801
chr1	70040088	70340088	nonHub	1.2906	0.725954	2.09802	0.67006	1.23593	1.1626	0.374004	0.892993	1.94511	1.63317
chr1	72105088	72405088	nonHub	1.11489	0.88922	0.955703	1.11809	1.94952	1.57193	0.363551	1.1458	1.20066	1.95906
chr1	74320088	74620088	nonHub	0.739218	1.22523	1.22981	1.0799	1.59755	2.03127	1.94668	1.82404	2.55085	1.32444
chr1	70145088	70445088	nonHub	2.19342	1.68004	2.26322	1.5343	1.89166	2.28133	3.37649	2.45879	1.63465	2.19919
chr1	73365088	73665088	nonHub	0.545325	0.188048	0.558615	0.585706	0.26733	0.363936	0.174226	0.400963	4.82376	0.95977
chr1	73140088	73440088	nonHub	0.557443	0.187319	0.677313	0.549099	0.293045	0.388558	0.202102	0.439021	4.89419	1.02092
chr1	69160088	69460088	nonHub	0.642271	0.252918	1.05666	0.632658	0.384119	0.472425	0.250885	0.619794	3.75043	1.32295
chr1	69070088	69370088	nonHub	0.563502	0.252189	1.12151	0.681202	0.40662	0.483966	0.267146	0.618435	4.2619	1.34756
chr1	74365088	74665088	nonHub	0.87252	1.96139	1.25367	1.13162	2.29561	2.7753	2.15343	2.35821	2.53785	1.41393
chr1	76325088	76625088	nonHub	2.63574	0.396505	2.34276	0.69473	0.797167	0.783271	0.318252	1.02076	2.05889	1.8994
chr1	78360088	78660088	nonHub	2.70845	2.44463	2.76983	1.42925	3.84387	3.11385	0.738717	1.80366	3.12084	2.16265
chr1	81630088	81930088	nonHub	1.82987	1.4038	2.77717	1.24383	2.0556	1.72273	0.505254	1.56308	1.93644	1.98666
chr1	82770088	83070088	nonHub	0.775573	0.228136	0.692609	0.510901	0.33001	0.420873	0.173064	0.470282	3.92435	1.1477
chr1	80595088	80895088	nonHub	0.769514	0.467934	1.10316	0.654144	0.776274	0.762496	0.2474	0.697269	2.47554	1.31101
chr1	79490088	79790088	nonHub	1.69657	1.25949	1.72724	0.883334	1.45879	1.2934	0.403042	1.24367	1.76143	1.55413
chr1	82550088	82850088	nonHub	0.702863	0.294463	0.827827	0.510105	0.399655	0.450881	0.204425	0.551834	3.85825	1.21407
chr1	76505088	76805088	nonHub	1.22395	0.523328	1.91936	0.640616	0.856633	0.880218	0.312445	0.933769	1.97274	1.65555
chr1	76295088	76595088	nonHub	2.7448	0.575078	2.58382	0.776697	1.08378	1.39419	1.18357	1.33881	2.05184	2.02916
chr1	77330088	77630088	nonHub	2.10859	3.14143	1.38522	2.9906	3.53743	4.4865	5.14314	3.47003	2.25123	2.22007
chr1	77380088	77680088	nonHub	2.0177	3.57875	1.4409	3.44898	4.32281	5.29285	5.34292	3.81255	2.53622	2.25811
chr1	81550088	81850088	nonHub	1.87228	1.08383	2.5875	1.0409	1.36879	1.24108	0.399557	1.2559	1.79665	1.81663
chr1	82555088	82855088	nonHub	0.708922	0.293734	0.83211	0.514084	0.401262	0.450881	0.203263	0.553194	3.87667	1.22451
chr1	76350088	76650088	nonHub	2.59938	0.397963	2.20326	0.676427	0.765023	0.805584	0.311283	0.994933	2.09627	1.83229
chr1	81610088	81910088	nonHub	1.84805	1.2471	2.76187	1.1746	1.66612	1.40035	0.430918	1.42988	1.92452	1.93893
chr1	78585088	78885088	nonHub	2.16312	1.44753	2.85854	1.2677	2.56669	3.37083	2.55182	2.05918	2.62725	2.02693
chr1	82595088	82895088	nonHub	0.672567	0.239069	0.755018	0.487027	0.356261	0.419335	0.190487	0.516495	3.84687	1.16559
chr1	80490088	80790088	nonHub	0.7271	0.469392	1.11478	0.63425	0.785381	0.780193	0.23927	0.674162	2.44141	1.30803
chr1	79650088	79950088	nonHub	1.15124	0.57362	1.71256	0.77431	0.911278	0.920997	0.291538	0.909303	2.1239	1.51684
chr1	78560088	78860088	nonHub	2.39337	1.7799	2.76615	1.31784	2.9042	3.62936	2.58783	2.15433	2.75783	2.12611
chr1	78350088	78650088	nonHub	3.61732	2.52772	2.7429	1.46108	3.97726	3.18387	0.794469	1.92598	3.10675	2.20889
chr1	80470088	80770088	nonHub	0.751336	0.416913	1.14109	0.648574	0.682521	0.708637	0.240431	0.618435	2.50046	1.33488
chr1	77550088	77850088	nonHub	3.25377	8.79016	1.42377	5.74326	7.9331	5.8299	1.3578	5.04942	2.65326	3.14405
chr1	82830088	83130088	nonHub	0.739218	0.220847	0.710965	0.502147	0.318224	0.443187	0.163772	0.462127	3.83278	1.17231
chr1	81640088	81940088	nonHub	1.84805	1.39943	2.78818	1.25975	2.16007	1.78429	0.522677	1.59706	1.89309	1.99486
chr1	76415088	76715088	nonHub	1.13306	0.513853	1.85145	0.60958	0.849133	0.907148	0.322898	0.925614	2.15154	1.70253
chr1	80530088	80830088	nonHub	0.769514	0.467934	1.09582	0.629475	0.776274	0.77096	0.2474	0.661929	2.29403	1.27969
chr1	87795088	88095088	nonHub	1.42996	3.09113	2.38008	1.47541	3.42171	3.66783	1.52622	2.60558	2.06485	1.89046
chr1	91130088	91430088	nonHub	3.87181	2.41329	2.5826	3.00731	2.46007	2.70221	2.80736	2.54714	2.5476	5.6572
chr1	87895088	88195088	nonHub	2.45396	2.70994	2.22957	1.33773	3.32957	3.7617	1.56687	2.49685	1.81074	1.78307
chr1	89010088	89310088	nonHub	2.67209	4.61666	1.69298	8.65508	3.70672	5.58292	7.43943	5.31718	2.28482	4.12843
chr1	90170088	90470088	nonHub	2.21765	2.7646	3.05678	2.81791	3.1576	3.01921	2.75973	2.81898	2.11415	2.88304
chr1	87800088	88100088	nonHub	1.39361	2.94536	2.38069	1.46267	3.30599	3.5855	1.5146	2.57568	2.0746	1.88002
chr1	84785088	85085088	nonHub	7.9678	6.14072	4.72161	3.44102	5.5491	6.22462	4.98634	5.19621	2.69931	3.08588
chr1	85860088	86160088	nonHub	2.08435	4.45922	1.93588	3.75457	3.17099	3.67245	3.59021	3.65352	2.83368	2.79057
chr1	87890088	88190088	nonHub	1.38755	2.57582	2.25526	1.3433	3.10295	3.56935	1.52273	2.365	1.8297	1.76815
chr1	87790088	88090088	nonHub	1.44208	3.05177	2.41496	1.49371	3.39867	3.58243	1.48905	2.57432	2.10006	1.90761
chr1	86740088	87040088	nonHub	3.44766	2.65381	3.4453	2.63806	2.69848	3.56165	4.07223	2.9549	2.32058	3.34092
chr1	87985088	88285088	nonHub	2.42973	2.3455	2.13167	1.21996	3.28296	2.94842	0.889712	1.99938	1.62923	1.67643
chr1	87910088	88210088	nonHub	2.50849	3.0095	2.14574	1.37036	3.75386	4.041	1.58661	2.66403	1.72025	1.7689
chr1	86945088	87245088	nonHub	3.44161	3.68006	2.27545	4.62358	4.29549	4.78118	5.46139	4.06536	2.30108	5.49015
chr1	87855088	88155088	nonHub	1.37543	2.59842	2.29687	1.39105	3.0542	3.53164	1.50996	2.42889	1.98412	1.84869
chr1	85965088	86265088	nonHub	1.50873	1.37756	1.98054	2.14467	1.89274	1.63348	0.518031	1.34968	2.3195	2.04781
chr1	90935088	91235088	nonHub	3.12653	0.991262	7.41129	2.78688	2.46061	2.8584	1.75271	1.45298	2.68576	4.96067
chr1	90160088	90460088	nonHub	2.26613	2.81781	3.05372	3.01209	3.26849	3.06922	2.77251	2.89101	2.16508	2.98595
chr1	86865088	87165088	nonHub	4.34442	4.3652	2.85854	4.32674	3.73351	5.25207	8.6172	4.92981	2.65705	4.97857
chr1	87930088	88230088	nonHub	2.41155	2.48836	2.16716	1.32739	3.53529	3.13924	0.916427	2.10132	1.67312	1.73758
chr1	85945088	86245088	nonHub	1.64203	2.1232	2.01603	2.11125	1.91309	2.63604	3.17439	2.33782	2.52539	2.10523
chr1	96425088	96725088	nonHub	1.36937	1.89506	3.32355	1.26611	2.57472	2.0959	0.610951	1.61609	2.4284	2.0657
chr1	99545088	99845088	nonHub	1.29666	1.97669	2.9026	1.0417	2.78151	2.24363	0.555199	1.71939	2.11632	1.9009
chr1	97350088	97650088	nonHub	1.38755	1.78937	1.38522	1.95288	3.26421	2.46061	0.542422	1.76152	1.93373	2.25438
chr1	99380088	99680088	nonHub	1.69051	0.830182	3.2281	0.991562	1.31468	1.82891	1.41471	1.29803	1.96407	1.8293
chr1	98445088	98745088	nonHub	1.25425	2.12392	1.77864	1.10536	3.04831	2.7476	0.723617	2.04695	1.90285	1.66897
chr1	99420088	99720088	nonHub	1.23607	0.922019	3.04638	1.03533	1.64791	2.02819	1.45304	1.37143	1.92072	1.92327
chr1	98270088	98570088	nonHub	3.47796	3.65892	1.46843	1.2486	4.2087	5.45058	3.54491	3.39528	2.04697	1.87629
chr1	93195088	93495088	nonHub	4.13841	4.84771	4.23214	4.94747	3.62582	5.90608	9.42212	5.87038	2.43599	5.00691
chr1	98500088	98800088	nonHub	1.28454	1.83967	2.04234	1.03135	2.76705	2.36674	0.580752	1.70443	1.73001	1.72863
chr1	96200088	96500088	nonHub	1.22395	0.325076	2.57709	0.713033	0.598411	0.644775	0.295022	0.800568	2.13908	1.71595
chr1	95330088	95630088	nonHub	2.76298	2.43224	4.27986	2.00063	2.20453	2.89995	3.2766	2.56073	2.12065	2.54596
chr1	97500088	97800088	nonHub	1.03612	1.58893	1.24388	2.00461	2.86455	1.98972	0.469248	1.49512	1.95052	2.19472
chr1	95395088	95695088	nonHub	2.3449	1.95556	3.38106	1.62502	1.68487	2.17977	2.11626	2.08909	1.96732	2.3036
chr1	99345088	99645088	nonHub	1.7208	0.834555	3.2128	0.981217	1.29379	1.8243	1.41936	1.30347	1.98412	1.85466
chr1	99480088	99780088	nonHub	1.4239	1.0401	2.97112	1.11014	1.87291	2.13284	1.48208	1.48424	2.02313	1.92476
chr1	97375088	97675088	nonHub	1.39361	1.89214	1.35279	1.94731	3.3451	2.5137	0.557522	1.72618	1.91368	2.29987
chr1	97300088	97600088	nonHub	1.41179	1.58237	1.36748	1.89797	3.11742	2.54986	0.581914	1.74521	1.84162	2.16414
chr1	96355088	96655088	nonHub	1.3209	1.67931	3.06229	1.06478	2.16221	1.73735	0.418141	1.37415	2.46687	1.96354
chr1	98415088	98715088	nonHub	1.24819	2.33457	1.61894	1.14515	3.30064	3.08692	0.784015	2.20054	1.84975	1.66599
chr1	96250088	96550088	nonHub	1.28454	0.440966	2.71354	0.835586	0.804667	0.759419	0.307799	0.871246	2.33413	1.75026
chr1	96365088	96665088	nonHub	1.30878	1.72232	3.0941	1.09104	2.23775	1.77275	0.422787	1.40269	2.47608	1.99635
chr1	98320088	98620088	nonHub	1.09065	2.97816	1.55531	1.25815	3.62315	3.2585	0.808407	2.29297	2.21222	1.8211
chr1	99525088	99825088	nonHub	1.22395	0.903069	2.86283	1.07035	2.15203	1.66734	0.450664	1.26677	2.03505	1.8994
chr1	99495088	99795088	nonHub	1.4239	1.11954	2.91483	1.11969	2.11024	2.29211	1.48673	1.53182	2.02421	1.94117
chr1	105879023	106179023	nonHub	0.58168	0.156707	0.548826	0.570586	0.266258	0.39933	0.214878	0.381935	4.05276	1.02614
chr1	104629023	104929023	nonHub	0.569562	0.180031	0.604504	0.636637	0.275901	0.402407	0.218363	0.395527	4.85735	1.13502
chr1	102495088	102795088	nonHub	0.605917	0.163996	0.658958	0.565811	0.236257	0.410102	0.207909	0.407759	4.31445	1.06716
chr1	105639023	105939023	nonHub	0.575621	0.189506	0.537201	0.56422	0.277508	0.397791	0.210232	0.391449	4.16383	1.06268
chr1	101655088	101955088	nonHub	2.39943	0.269682	1.71317	0.615946	0.428049	0.532439	0.227655	0.675521	1.84379	1.55711
chr1	107944023	108244023	nonHub	1.62386	0.235425	2.07355	0.529204	0.474122	0.607073	0.242754	0.793772	1.4423	1.70551
chr1	107969023	108269023	nonHub	1.6178	0.237611	2.24241	0.553874	0.486979	0.606304	0.245077	0.833188	1.41034	1.7428
chr1	101620088	101920088	nonHub	2.37519	0.28353	2.15003	0.645391	0.448942	0.580913	0.218363	0.704065	1.86709	1.63839
chr1	105864023	106164023	nonHub	0.599857	0.155249	0.547602	0.565015	0.259829	0.390866	0.213717	0.381935	4.17196	1.02614
chr1	101670088	101970088	nonHub	2.42973	0.268953	1.65198	0.610376	0.42162	0.524745	0.233462	0.663289	1.82482	1.54518
chr1	116184023	116484023	nonHub	3.49008	0.58018	4.76444	0.953364	1.29486	1.23723	0.624889	1.24231	1.91802	2.31031
chr1	115229023	115529023	nonHub	6.85292	2.86518	3.95619	1.52475	3.66172	2.71221	1.13711	2.88965	2.42624	2.37892
chr1	113134023	113434023	nonHub	9.77343	4.47526	3.74633	5.09628	4.89176	5.8276	7.69496	6.07426	2.79358	5.0703
